[2026-07-09 16:07:07] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 12 | Sell Order: 9 | Price: ₹608.12 | Qty: 12 | Total: ₹7297.44
[2026-07-10 15:12:43] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3227 | Sell Order: 3199 | Price: ₹1059.00 | Qty: 12 | Total: ₹12708.00
[2026-07-10 15:12:43] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3227 | Sell Order: 1550 | Price: ₹1069.46 | Qty: 1 | Total: ₹1069.46
[2026-07-10 15:12:44] TRADE MATCHED: Ticker: TCS | Buy Order: 2656 | Sell Order: 3228 | Price: ₹3162.21 | Qty: 5 | Total: ₹15811.05
[2026-07-10 15:12:46] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3229 | Sell Order: 579 | Price: ₹639.23 | Qty: 10 | Total: ₹6392.30
[2026-07-10 15:12:48] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3232 | Sell Order: 579 | Price: ₹639.23 | Qty: 3 | Total: ₹1917.69
[2026-07-10 15:12:48] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3232 | Sell Order: 765 | Price: ₹639.28 | Qty: 4 | Total: ₹2557.12
[2026-07-10 15:12:56] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3233 | Sell Order: 3238 | Price: ₹1583.44 | Qty: 3 | Total: ₹4750.32
[2026-07-10 15:12:59] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3179 | Sell Order: 3241 | Price: ₹1057.79 | Qty: 6 | Total: ₹6346.74
[2026-07-10 15:13:06] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3246 | Sell Order: 3234 | Price: ₹1586.34 | Qty: 7 | Total: ₹11104.38
[2026-07-10 15:13:06] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3246 | Sell Order: 3162 | Price: ₹1589.60 | Qty: 4 | Total: ₹6358.40
[2026-07-10 15:13:08] TRADE MATCHED: Ticker: TCS | Buy Order: 3248 | Sell Order: 3243 | Price: ₹3184.34 | Qty: 4 | Total: ₹12737.36
[2026-07-10 15:13:08] TRADE MATCHED: Ticker: TCS | Buy Order: 3248 | Sell Order: 3001 | Price: ₹3188.54 | Qty: 1 | Total: ₹3188.54
[2026-07-10 15:13:08] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3250 | Sell Order: 765 | Price: ₹639.28 | Qty: 7 | Total: ₹4474.96
[2026-07-10 15:13:09] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3250 | Sell Order: 933 | Price: ₹639.38 | Qty: 2 | Total: ₹1278.76
[2026-07-10 15:13:09] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3250 | Sell Order: 2303 | Price: ₹639.40 | Qty: 2 | Total: ₹1278.80
[2026-07-10 15:13:15] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3254 | Sell Order: 1550 | Price: ₹1069.46 | Qty: 1 | Total: ₹1069.46
[2026-07-10 15:13:17] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3256 | Sell Order: 1550 | Price: ₹1069.46 | Qty: 3 | Total: ₹3208.38
[2026-07-10 15:13:20] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3259 | Sell Order: 1550 | Price: ₹1069.46 | Qty: 3 | Total: ₹3208.38
[2026-07-10 15:13:20] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3259 | Sell Order: 2685 | Price: ₹1069.92 | Qty: 3 | Total: ₹3209.76
[2026-07-10 15:13:30] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3255 | Sell Order: 3267 | Price: ₹1063.39 | Qty: 9 | Total: ₹9570.51
[2026-07-10 15:13:35] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3270 | Sell Order: 2685 | Price: ₹1069.92 | Qty: 5 | Total: ₹5349.60
[2026-07-10 15:13:37] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3272 | Sell Order: 3162 | Price: ₹1589.60 | Qty: 1 | Total: ₹1589.60
[2026-07-10 15:13:38] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3272 | Sell Order: 1406 | Price: ₹1589.63 | Qty: 3 | Total: ₹4768.89
[2026-07-10 15:13:40] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3275 | Sell Order: 2685 | Price: ₹1069.92 | Qty: 7 | Total: ₹7489.44
[2026-07-10 15:13:40] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3275 | Sell Order: 3106 | Price: ₹1070.08 | Qty: 1 | Total: ₹1070.08
[2026-07-10 15:13:43] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3219 | Sell Order: 3276 | Price: ₹638.98 | Qty: 4 | Total: ₹2555.92
[2026-07-10 15:13:43] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3208 | Sell Order: 3277 | Price: ₹2284.89 | Qty: 12 | Total: ₹27418.68
[2026-07-10 15:13:44] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3219 | Sell Order: 3278 | Price: ₹638.98 | Qty: 6 | Total: ₹3833.88
[2026-07-10 15:13:44] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3237 | Sell Order: 3278 | Price: ₹637.47 | Qty: 8 | Total: ₹5099.76
[2026-07-10 15:13:46] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3237 | Sell Order: 3279 | Price: ₹637.47 | Qty: 3 | Total: ₹1912.41
[2026-07-10 15:13:53] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3285 | Sell Order: 2525 | Price: ₹1070.09 | Qty: 1 | Total: ₹1070.09
[2026-07-10 15:13:54] TRADE MATCHED: Ticker: TCS | Buy Order: 3287 | Sell Order: 3260 | Price: ₹3182.24 | Qty: 6 | Total: ₹19093.44
[2026-07-10 15:13:55] TRADE MATCHED: Ticker: TCS | Buy Order: 3287 | Sell Order: 3001 | Price: ₹3188.54 | Qty: 3 | Total: ₹9565.62
[2026-07-10 15:13:56] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3288 | Sell Order: 2250 | Price: ₹1589.78 | Qty: 4 | Total: ₹6359.12
[2026-07-10 15:13:56] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3288 | Sell Order: 2961 | Price: ₹1590.13 | Qty: 2 | Total: ₹3180.26
[2026-07-10 15:13:58] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3237 | Sell Order: 3289 | Price: ₹637.47 | Qty: 2 | Total: ₹1274.94
[2026-07-10 15:13:58] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3253 | Sell Order: 3289 | Price: ₹635.07 | Qty: 3 | Total: ₹1905.21
[2026-07-10 15:13:58] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3042 | Sell Order: 3289 | Price: ₹631.56 | Qty: 1 | Total: ₹631.56
[2026-07-10 15:13:58] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 2873 | Sell Order: 3289 | Price: ₹631.31 | Qty: 1 | Total: ₹631.31
[2026-07-10 15:13:58] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 2792 | Sell Order: 3289 | Price: ₹631.27 | Qty: 3 | Total: ₹1893.81
[2026-07-10 15:14:01] TRADE MATCHED: Ticker: TCS | Buy Order: 3281 | Sell Order: 3292 | Price: ₹3181.72 | Qty: 3 | Total: ₹9545.16
[2026-07-10 15:14:01] TRADE MATCHED: Ticker: TCS | Buy Order: 3281 | Sell Order: 3294 | Price: ₹3181.72 | Qty: 6 | Total: ₹19090.32
[2026-07-10 15:14:03] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3295 | Sell Order: 2525 | Price: ₹1070.09 | Qty: 7 | Total: ₹7490.63
[2026-07-10 15:14:03] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3295 | Sell Order: 1712 | Price: ₹1070.80 | Qty: 7 | Total: ₹7495.60
[2026-07-10 15:14:05] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3065 | Sell Order: 3296 | Price: ₹2280.60 | Qty: 4 | Total: ₹9122.40
[2026-07-10 15:14:10] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3233 | Sell Order: 3300 | Price: ₹1583.44 | Qty: 12 | Total: ₹19001.28
[2026-07-10 15:14:10] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3301 | Sell Order: 3151 | Price: ₹2286.92 | Qty: 1 | Total: ₹2286.92
[2026-07-10 15:14:12] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3303 | Sell Order: 2961 | Price: ₹1590.13 | Qty: 12 | Total: ₹19081.56
[2026-07-10 15:14:14] TRADE MATCHED: Ticker: TCS | Buy Order: 3305 | Sell Order: 3294 | Price: ₹3162.40 | Qty: 9 | Total: ₹28461.60
[2026-07-10 15:14:17] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3306 | Sell Order: 2961 | Price: ₹1590.13 | Qty: 1 | Total: ₹1590.13
[2026-07-10 15:14:17] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3306 | Sell Order: 1421 | Price: ₹1590.44 | Qty: 2 | Total: ₹3180.88
[2026-07-10 15:14:18] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3065 | Sell Order: 3307 | Price: ₹2280.60 | Qty: 2 | Total: ₹4561.20
[2026-07-10 15:14:26] TRADE MATCHED: Ticker: TCS | Buy Order: 3314 | Sell Order: 3001 | Price: ₹3188.54 | Qty: 2 | Total: ₹6377.08
[2026-07-10 15:14:26] TRADE MATCHED: Ticker: TCS | Buy Order: 3314 | Sell Order: 2990 | Price: ₹3189.47 | Qty: 3 | Total: ₹9568.41
[2026-07-10 15:14:27] TRADE MATCHED: Ticker: TCS | Buy Order: 3314 | Sell Order: 2997 | Price: ₹3189.47 | Qty: 9 | Total: ₹28705.23
[2026-07-10 15:14:27] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3311 | Sell Order: 3315 | Price: ₹1585.92 | Qty: 4 | Total: ₹6343.68
[2026-07-10 15:14:27] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3316 | Sell Order: 1421 | Price: ₹1590.44 | Qty: 2 | Total: ₹3180.88
[2026-07-10 15:14:27] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3316 | Sell Order: 2168 | Price: ₹1590.51 | Qty: 11 | Total: ₹17495.61
[2026-07-10 15:14:27] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3316 | Sell Order: 2123 | Price: ₹1590.97 | Qty: 2 | Total: ₹3181.94
[2026-07-10 15:14:30] TRADE MATCHED: Ticker: TCS | Buy Order: 3319 | Sell Order: 2997 | Price: ₹3189.47 | Qty: 1 | Total: ₹3189.47
[2026-07-10 15:14:30] TRADE MATCHED: Ticker: TCS | Buy Order: 3319 | Sell Order: 3154 | Price: ₹3192.91 | Qty: 6 | Total: ₹19157.46
[2026-07-10 15:14:30] TRADE MATCHED: Ticker: TCS | Buy Order: 3319 | Sell Order: 3006 | Price: ₹3194.59 | Qty: 1 | Total: ₹3194.59
[2026-07-10 15:14:33] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3323 | Sell Order: 2123 | Price: ₹1590.97 | Qty: 2 | Total: ₹3181.94
[2026-07-10 15:14:34] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3323 | Sell Order: 1614 | Price: ₹1591.42 | Qty: 8 | Total: ₹12731.36
[2026-07-10 15:14:35] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3324 | Sell Order: 3291 | Price: ₹631.13 | Qty: 8 | Total: ₹5049.04
[2026-07-10 15:14:36] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3325 | Sell Order: 3151 | Price: ₹2286.92 | Qty: 11 | Total: ₹25156.12
[2026-07-10 15:14:36] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3325 | Sell Order: 3310 | Price: ₹2298.10 | Qty: 2 | Total: ₹4596.20
[2026-07-10 15:14:39] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3065 | Sell Order: 3326 | Price: ₹2280.60 | Qty: 3 | Total: ₹6841.80
[2026-07-10 15:14:40] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3264 | Sell Order: 3327 | Price: ₹2280.15 | Qty: 11 | Total: ₹25081.65
[2026-07-10 15:14:40] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 2982 | Sell Order: 3327 | Price: ₹2273.11 | Qty: 1 | Total: ₹2273.11
[2026-07-10 15:14:45] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3330 | Sell Order: 3309 | Price: ₹1061.92 | Qty: 5 | Total: ₹5309.60
[2026-07-10 15:14:45] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3330 | Sell Order: 1712 | Price: ₹1070.80 | Qty: 7 | Total: ₹7495.60
[2026-07-10 15:14:46] TRADE MATCHED: Ticker: TCS | Buy Order: 3332 | Sell Order: 3006 | Price: ₹3194.59 | Qty: 3 | Total: ₹9583.77
[2026-07-10 15:14:57] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3331 | Sell Order: 3341 | Price: ₹2294.84 | Qty: 1 | Total: ₹2294.84
[2026-07-10 15:14:57] TRADE MATCHED: Ticker: TCS | Buy Order: 3305 | Sell Order: 3342 | Price: ₹3178.36 | Qty: 1 | Total: ₹3178.36
[2026-07-10 15:15:04] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3337 | Sell Order: 3346 | Price: ₹1058.14 | Qty: 11 | Total: ₹11639.54
[2026-07-10 15:15:11] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3331 | Sell Order: 3352 | Price: ₹2294.84 | Qty: 6 | Total: ₹13769.04
[2026-07-10 15:15:11] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3340 | Sell Order: 3352 | Price: ₹2289.99 | Qty: 4 | Total: ₹9159.96
[2026-07-10 15:15:12] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3340 | Sell Order: 3353 | Price: ₹2289.99 | Qty: 8 | Total: ₹18319.92
[2026-07-10 15:15:15] TRADE MATCHED: Ticker: TCS | Buy Order: 3355 | Sell Order: 3006 | Price: ₹3194.59 | Qty: 2 | Total: ₹6389.18
[2026-07-10 15:15:18] TRADE MATCHED: Ticker: TCS | Buy Order: 3357 | Sell Order: 3201 | Price: ₹3200.26 | Qty: 2 | Total: ₹6400.52
[2026-07-10 15:15:19] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3359 | Sell Order: 3310 | Price: ₹2298.10 | Qty: 5 | Total: ₹11490.50
[2026-07-10 15:15:20] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3324 | Sell Order: 3360 | Price: ₹639.30 | Qty: 3 | Total: ₹1917.90
[2026-07-10 15:15:25] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3363 | Sell Order: 1712 | Price: ₹1070.80 | Qty: 1 | Total: ₹1070.80
[2026-07-10 15:15:25] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3363 | Sell Order: 2941 | Price: ₹1070.95 | Qty: 4 | Total: ₹4283.80
[2026-07-10 15:15:34] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3371 | Sell Order: 3369 | Price: ₹1588.23 | Qty: 5 | Total: ₹7941.15
[2026-07-10 15:15:37] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3373 | Sell Order: 2941 | Price: ₹1070.95 | Qty: 5 | Total: ₹5354.75
[2026-07-10 15:15:37] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3373 | Sell Order: 2344 | Price: ₹1071.13 | Qty: 3 | Total: ₹3213.39
[2026-07-10 15:15:43] TRADE MATCHED: Ticker: TCS | Buy Order: 3355 | Sell Order: 3377 | Price: ₹3194.60 | Qty: 4 | Total: ₹12778.40
[2026-07-10 15:15:43] TRADE MATCHED: Ticker: TCS | Buy Order: 3344 | Sell Order: 3377 | Price: ₹3183.12 | Qty: 8 | Total: ₹25464.96
[2026-07-10 15:15:43] TRADE MATCHED: Ticker: TCS | Buy Order: 3305 | Sell Order: 3377 | Price: ₹3178.36 | Qty: 2 | Total: ₹6356.72
[2026-07-10 15:15:46] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3380 | Sell Order: 3360 | Price: ₹630.47 | Qty: 3 | Total: ₹1891.41
[2026-07-10 15:15:46] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3380 | Sell Order: 3370 | Price: ₹630.55 | Qty: 9 | Total: ₹5674.95
[2026-07-10 15:15:47] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3224 | Sell Order: 3382 | Price: ₹1579.90 | Qty: 2 | Total: ₹3159.80
[2026-07-10 15:16:01] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3224 | Sell Order: 3392 | Price: ₹1579.90 | Qty: 8 | Total: ₹12639.20
[2026-07-10 15:16:11] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3399 | Sell Order: 3369 | Price: ₹1588.23 | Qty: 5 | Total: ₹7941.15
[2026-07-10 15:16:11] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3399 | Sell Order: 1614 | Price: ₹1591.42 | Qty: 2 | Total: ₹3182.84
[2026-07-10 15:16:11] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3399 | Sell Order: 1666 | Price: ₹1592.33 | Qty: 6 | Total: ₹9553.98
[2026-07-10 15:16:13] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3401 | Sell Order: 3370 | Price: ₹630.55 | Qty: 2 | Total: ₹1261.10
[2026-07-10 15:16:17] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3401 | Sell Order: 3405 | Price: ₹639.26 | Qty: 11 | Total: ₹7031.86
[2026-07-10 15:16:20] TRADE MATCHED: Ticker: TCS | Buy Order: 3305 | Sell Order: 3408 | Price: ₹3178.36 | Qty: 3 | Total: ₹9535.08
[2026-07-10 15:16:20] TRADE MATCHED: Ticker: TCS | Buy Order: 3349 | Sell Order: 3408 | Price: ₹3173.95 | Qty: 11 | Total: ₹34913.45
[2026-07-10 15:16:21] TRADE MATCHED: Ticker: TCS | Buy Order: 3349 | Sell Order: 3409 | Price: ₹3173.95 | Qty: 4 | Total: ₹12695.80
[2026-07-10 15:16:24] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3402 | Sell Order: 3410 | Price: ₹2296.34 | Qty: 1 | Total: ₹2296.34
[2026-07-10 15:16:24] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3391 | Sell Order: 3410 | Price: ₹2292.79 | Qty: 6 | Total: ₹13756.74
[2026-07-10 15:16:24] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3411 | Sell Order: 3312 | Price: ₹639.38 | Qty: 1 | Total: ₹639.38
[2026-07-10 15:16:24] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3411 | Sell Order: 2303 | Price: ₹639.40 | Qty: 6 | Total: ₹3836.40
[2026-07-10 15:16:32] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3394 | Sell Order: 3417 | Price: ₹1583.38 | Qty: 2 | Total: ₹3166.76
[2026-07-10 15:16:32] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3224 | Sell Order: 3417 | Price: ₹1579.90 | Qty: 1 | Total: ₹1579.90
[2026-07-10 15:16:32] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3418 | Sell Order: 3404 | Price: ₹1069.15 | Qty: 2 | Total: ₹2138.30
[2026-07-10 15:16:32] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3418 | Sell Order: 2344 | Price: ₹1071.13 | Qty: 5 | Total: ₹5355.65
[2026-07-10 15:16:37] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3391 | Sell Order: 3422 | Price: ₹2292.79 | Qty: 4 | Total: ₹9171.16
[2026-07-10 15:16:37] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3340 | Sell Order: 3422 | Price: ₹2289.99 | Qty: 3 | Total: ₹6869.97
[2026-07-10 15:16:38] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3414 | Sell Order: 3422 | Price: ₹2281.57 | Qty: 2 | Total: ₹4563.14
[2026-07-10 15:16:38] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3361 | Sell Order: 3422 | Price: ₹2281.23 | Qty: 3 | Total: ₹6843.69
[2026-07-10 15:16:39] TRADE MATCHED: Ticker: TCS | Buy Order: 3308 | Sell Order: 3423 | Price: ₹3172.09 | Qty: 1 | Total: ₹3172.09
[2026-07-10 15:16:40] TRADE MATCHED: Ticker: TCS | Buy Order: 2977 | Sell Order: 3423 | Price: ₹3162.03 | Qty: 10 | Total: ₹31620.30
[2026-07-10 15:16:40] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3424 | Sell Order: 1666 | Price: ₹1592.33 | Qty: 8 | Total: ₹12738.64
[2026-07-10 15:16:40] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3424 | Sell Order: 1201 | Price: ₹1592.60 | Qty: 6 | Total: ₹9555.60
[2026-07-10 15:16:41] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3425 | Sell Order: 2884 | Price: ₹1592.96 | Qty: 6 | Total: ₹9557.76
[2026-07-10 15:16:45] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3427 | Sell Order: 3416 | Price: ₹638.07 | Qty: 2 | Total: ₹1276.14
[2026-07-10 15:16:45] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3427 | Sell Order: 2303 | Price: ₹639.40 | Qty: 3 | Total: ₹1918.20
[2026-07-10 15:16:45] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3428 | Sell Order: 3310 | Price: ₹2298.10 | Qty: 2 | Total: ₹4596.20
[2026-07-10 15:16:47] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3429 | Sell Order: 2303 | Price: ₹639.40 | Qty: 2 | Total: ₹1278.80
[2026-07-10 15:16:47] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3429 | Sell Order: 2389 | Price: ₹639.68 | Qty: 10 | Total: ₹6396.80
[2026-07-10 15:16:47] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3429 | Sell Order: 2266 | Price: ₹639.78 | Qty: 1 | Total: ₹639.78
[2026-07-10 15:16:48] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3429 | Sell Order: 915 | Price: ₹639.85 | Qty: 2 | Total: ₹1279.70
[2026-07-10 15:16:49] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3430 | Sell Order: 915 | Price: ₹639.85 | Qty: 3 | Total: ₹1919.55
[2026-07-10 15:16:54] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3224 | Sell Order: 3434 | Price: ₹1579.90 | Qty: 1 | Total: ₹1579.90
[2026-07-10 15:16:54] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3364 | Sell Order: 3434 | Price: ₹1579.61 | Qty: 10 | Total: ₹15796.10
[2026-07-10 15:16:55] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3435 | Sell Order: 3431 | Price: ₹630.25 | Qty: 6 | Total: ₹3781.50
[2026-07-10 15:16:57] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3436 | Sell Order: 3431 | Price: ₹630.25 | Qty: 5 | Total: ₹3151.25
[2026-07-10 15:17:01] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3436 | Sell Order: 3439 | Price: ₹631.85 | Qty: 3 | Total: ₹1895.55
[2026-07-10 15:17:03] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3441 | Sell Order: 2344 | Price: ₹1071.13 | Qty: 2 | Total: ₹2142.26
[2026-07-10 15:17:08] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3445 | Sell Order: 915 | Price: ₹639.85 | Qty: 1 | Total: ₹639.85
[2026-07-10 15:17:09] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3446 | Sell Order: 915 | Price: ₹639.85 | Qty: 6 | Total: ₹3839.10
[2026-07-10 15:17:09] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3446 | Sell Order: 2347 | Price: ₹639.85 | Qty: 1 | Total: ₹639.85
[2026-07-10 15:17:09] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3446 | Sell Order: 2446 | Price: ₹639.93 | Qty: 1 | Total: ₹639.93
[2026-07-10 15:17:14] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3449 | Sell Order: 2446 | Price: ₹639.93 | Qty: 1 | Total: ₹639.93
[2026-07-10 15:17:14] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3449 | Sell Order: 991 | Price: ₹640.03 | Qty: 4 | Total: ₹2560.12
[2026-07-10 15:17:15] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3449 | Sell Order: 2138 | Price: ₹640.04 | Qty: 2 | Total: ₹1280.08
[2026-07-10 15:17:15] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3449 | Sell Order: 2745 | Price: ₹640.06 | Qty: 1 | Total: ₹640.06
[2026-07-10 15:17:15] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3449 | Sell Order: 1636 | Price: ₹640.25 | Qty: 5 | Total: ₹3201.25
[2026-07-10 15:17:17] TRADE MATCHED: Ticker: TCS | Buy Order: 3442 | Sell Order: 3451 | Price: ₹3180.96 | Qty: 11 | Total: ₹34990.56
[2026-07-10 15:17:22] TRADE MATCHED: Ticker: TATAMOTORS | Buy Order: 3440 | Sell Order: 3455 | Price: ₹634.46 | Qty: 9 | Total: ₹5710.14
[2026-07-10 15:17:25] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3458 | Sell Order: 2344 | Price: ₹1071.13 | Qty: 5 | Total: ₹5355.65
[2026-07-10 15:17:25] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3458 | Sell Order: 2754 | Price: ₹1071.14 | Qty: 3 | Total: ₹3213.42
[2026-07-10 15:17:32] TRADE MATCHED: Ticker: TCS | Buy Order: 3464 | Sell Order: 3451 | Price: ₹3175.38 | Qty: 1 | Total: ₹3175.38
[2026-07-10 15:17:34] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3457 | Sell Order: 3466 | Price: ₹1069.36 | Qty: 4 | Total: ₹4277.44
[2026-07-10 15:17:34] TRADE MATCHED: Ticker: SUNPHARMA | Buy Order: 3438 | Sell Order: 3466 | Price: ₹1066.39 | Qty: 1 | Total: ₹1066.39
[2026-07-10 15:17:37] TRADE MATCHED: Ticker: TCS | Buy Order: 3468 | Sell Order: 3389 | Price: ₹3184.07 | Qty: 8 | Total: ₹25472.56
[2026-07-10 15:17:38] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3364 | Sell Order: 3469 | Price: ₹1579.61 | Qty: 1 | Total: ₹1579.61
[2026-07-10 15:17:38] TRADE MATCHED: Ticker: HDFCBANK | Buy Order: 3356 | Sell Order: 3469 | Price: ₹1578.73 | Qty: 7 | Total: ₹11051.11
[2026-07-10 22:23:12] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3470 | Sell Order: 3310 | Price: ₹2298.10 | Qty: 3 | Total: ₹6894.30
[2026-07-10 22:23:12] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3470 | Sell Order: 3192 | Price: ₹2299.05 | Qty: 1 | Total: ₹2299.05
[2026-07-10 22:23:13] TRADE MATCHED: Ticker: RELIANCE | Buy Order: 3471 | Sell Order: 3192 | Price: ₹2299.05 | Qty: 2 | Total: ₹4598.10
